"business_id","date","description"
3926,"20160304","Unclean or degraded floors walls or ceilings"
3926,"20160304","Improper food storage"
3926,"20140312","Improper food storage  [ date violation corrected: 5/6/2014 ]"
3926,"20140312","Permit license or inspection report not posted  [ date violation corrected: 5/6/2014 ]"
3926,"20140312","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/6/2014 ]"
3929,"20140903","Moderate risk vermin infestation"
3929,"20140903","Improper cooling methods  [ date violation corrected: 9/3/2014 ]"
3935,"20150313","Wiping cloths not clean or properly stored or inadequate sanitizer"
3935,"20150313","Unclean nonfood contact surfaces"
3935,"20140109","Inadequate ventilation or lighting  [ date violation corrected: 3/13/2015 ]"
3935,"20140109","Low risk vermin infestation  [ date violation corrected: 1/16/2014 ]"
3935,"20140109","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/13/2015 ]"
3936,"20160405","Unclean or degraded floors walls or ceilings"
3936,"20160405","Moderate risk food holding temperature "
3936,"20141017","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/5/2016 ]"
3936,"20141017","Moderate risk vermin infestation  [ date violation corrected: 4/5/2016 ]"
3936,"20140429","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/16/2014 ]"
3936,"20140429","Moderate risk food holding temperature   [ date violation corrected: 5/16/2014 ]"
3936,"20140429","Unclean nonfood contact surfaces  [ date violation corrected: 5/16/2014 ]"
3936,"20140429","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/16/2014 ]"
3936,"20131206","Improper storage of equipment utensils or linens  [ date violation corrected: 4/29/2014 ]"
3936,"20131206","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/29/2014 ]"
3936,"20131206","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/29/2014 ]"
3936,"20131206","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/29/2014 ]"
3936,"20130912","Improper food storage  [ date violation corrected: 9/12/2013 ]"
3936,"20130912","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/12/2013 ]"
3936,"20130912","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/12/2013 ]"
3936,"20130424","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/12/2013 ]"
3936,"20130424","Inadequate sewage or wastewater disposal  [ date violation corrected: 9/12/2013 ]"
3936,"20130424","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/12/2013 ]"
3942,"20151026","Inadequate sewage or wastewater disposal"
3942,"20151026","Insufficient hot water or running water"
3942,"20151026","Moderate risk food holding temperature "
3942,"20140923","Moderate risk food holding temperature   [ date violation corrected: 9/23/2014 ]"
3942,"20140923","Foods not protected from contamination  [ date violation corrected: 9/23/2014 ]"
3942,"20140127","Food in poor condition  [ date violation corrected: 1/27/2014 ]"
3942,"20140127","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/23/2014 ]"
3942,"20130724","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/31/2013 ]"
3942,"20130724","Moderate risk food holding temperature   [ date violation corrected: 7/31/2013 ]"
3942,"20130724","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2013 ]"
3942,"20130724","Moderate risk vermin infestation  [ date violation corrected: 7/31/2013 ]"
3942,"20130724","Food in poor condition  [ date violation corrected: 7/31/2013 ]"
3948,"20160328","Foods not protected from contamination  [ date violation corrected: 3/28/2016 ]"
3948,"20160328","Unclean or degraded floors walls or ceilings"
3948,"20160328","Improper storage of equipment utensils or linens"
3948,"20160328","Wiping cloths not clean or properly stored or inadequate sanitizer"
3948,"20140922","High risk vermin infestation  [ date violation corrected: 9/24/2014 ]"
3948,"20140813","Permit license or inspection report not posted  [ date violation corrected: 9/22/2014 ]"
3948,"20140813","High risk food holding temperature   [ date violation corrected: 9/23/2014 ]"
3948,"20140813","Unclean nonfood contact surfaces  [ date violation corrected: 9/24/2014 ]"
3948,"20140813","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/23/2014 ]"
3948,"20140813","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/22/2014 ]"
3948,"20140813","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/22/2014 ]"
3948,"20140127","Unclean nonfood contact surfaces  [ date violation corrected: 8/13/2014 ]"
3948,"20140127","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/13/2014 ]"
3948,"20140127","Moderate risk food holding temperature   [ date violation corrected: 8/13/2014 ]"
3948,"20140127","Low risk vermin infestation  [ date violation corrected: 8/13/2014 ]"
3948,"20140127","Improper cooling methods  [ date violation corrected: 8/13/2014 ]"
3948,"20130619","Improper cooling methods  [ date violation corrected: 1/27/2014 ]"
3948,"20130619","Unclean hands or improper use of gloves  [ date violation corrected: 1/27/2014 ]"
3948,"20130529","Unclean nonfood contact surfaces  [ date violation corrected: 1/27/2014 ]"
3948,"20130529","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/19/2013 ]"
3948,"20130529","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/29/2013 ]"
3948,"20130529","Contaminated or adulterated food  [ date violation corrected: 5/29/2013 ]"
3948,"20130529","High risk food holding temperature   [ date violation corrected: 6/19/2013 ]"
3948,"20130529","Unclean hands or improper use of gloves  [ date violation corrected: 5/29/2013 ]"
3951,"20160120","Foods not protected from contamination  [ date violation corrected: 1/29/2016 ]"
3951,"20160120","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/29/2016 ]"
3951,"20160120","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/29/2016 ]"
3951,"20160120","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/29/2016 ]"
3951,"20160120","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/29/2016 ]"
3951,"20160120","Food safety certificate or food handler card not available  [ date violation corrected: 1/29/2016 ]"
3951,"20150108","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/27/2015 ]"
3951,"20150108","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/27/2015 ]"
3951,"20150108","Unclean nonfood contact surfaces  [ date violation corrected: 1/27/2015 ]"
3951,"20150108","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/27/2015 ]"
3951,"20150108","Moderate risk food holding temperature   [ date violation corrected: 1/27/2015 ]"
3951,"20140623","Unclean hands or improper use of gloves  [ date violation corrected: 7/31/2014 ]"
3951,"20140623","Moderate risk food holding temperature   [ date violation corrected: 7/31/2014 ]"
3951,"20140623","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/31/2014 ]"
3951,"20140623","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2014 ]"
3951,"20140623","Unclean nonfood contact surfaces  [ date violation corrected: 7/31/2014 ]"
3951,"20140213","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/16/2014 ]"
3951,"20140213","Improper thawing methods   [ date violation corrected: 4/16/2014 ]"
3951,"20140213","Improper food storage  [ date violation corrected: 4/16/2014 ]"
3951,"20140213","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/16/2014 ]"
3951,"20130528","Unclean nonfood contact surfaces  [ date violation corrected: 2/13/2014 ]"
3951,"20130528","Moderate risk vermin infestation  [ date violation corrected: 2/13/2014 ]"
3951,"20130528","Moderate risk food holding temperature   [ date violation corrected: 2/13/2014 ]"
3951,"20130528","Unclean or unsanitary food contact surfaces  [ date violation corrected: 2/13/2014 ]"
3951,"20130528","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/13/2014 ]"
3953,"20150401","High risk vermin infestation  [ date violation corrected: 4/9/2015 ]"
3953,"20150401","Improper food storage  [ date violation corrected: 4/9/2015 ]"
3953,"20150401","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/9/2015 ]"
3953,"20150401","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/9/2015 ]"
3953,"20150401","Foods not protected from contamination  [ date violation corrected: 4/9/2015 ]"
3953,"20140708","Food safety certificate or food handler card not available  [ date violation corrected: 4/1/2015 ]"
3953,"20140708","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/1/2015 ]"
3953,"20140708","Permit license or inspection report not posted  [ date violation corrected: 4/1/2015 ]"
3953,"20140708","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/1/2015 ]"
3953,"20140708","High risk food holding temperature   [ date violation corrected: 4/1/2015 ]"
3953,"20140213","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/25/2014 ]"
3953,"20140213","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/8/2014 ]"
3953,"20140213","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/25/2014 ]"
3953,"20140213","Unclean nonfood contact surfaces  [ date violation corrected: 2/25/2014 ]"
3953,"20140213","Improper or defective plumbing  [ date violation corrected: 7/8/2014 ]"
3953,"20140213","High risk food holding temperature   [ date violation corrected: 2/25/2014 ]"
3953,"20140213","Inadequate warewashing facilities or equipment  [ date violation corrected: 2/25/2014 ]"
3953,"20140213","Permit license or inspection report not posted  [ date violation corrected: 7/8/2014 ]"
3955,"20140407","Inadequate and inaccessible handwashing facilities"
3955,"20140407","Unclean or degraded floors walls or ceilings"
3955,"20140407","Improper storage of equipment utensils or linens"
3955,"20140407","Permit license or inspection report not posted"
3955,"20130523","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/7/2014 ]"
3955,"20130523","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/7/2014 ]"
3962,"20140429","Moderate risk food holding temperature "
3962,"20140429","Unclean or degraded floors walls or ceilings"
3962,"20130626","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/23/2013 ]"
3962,"20130626","Moderate risk food holding temperature   [ date violation corrected: 7/23/2013 ]"
3962,"20130626","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/23/2013 ]"
3963,"20140423","Improper storage of equipment utensils or linens"
3963,"20140423","Unclean or degraded floors walls or ceilings"
3963,"20140423","No thermometers or uncalibrated thermometers "
3963,"20140423","Unapproved or unmaintained equipment or utensils"
3963,"20140423","Unauthorized or unsafe use of time as a public health control measure"
3963,"20140423","Foods not protected from contamination"
3963,"20140423","Improper food storage"
3963,"20140423","High risk food holding temperature "
3963,"20130719","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/23/2014 ]"
3963,"20130719","High risk food holding temperature   [ date violation corrected: 4/23/2014 ]"
